month,crop,price,state,year,month_num,prev_price,price_diff,demand
2012-02-01,Barley (Jau),1094.34,India,2012,2,1089.68,4.6599999999998545,Medium
2012-03-01,Barley (Jau),1171.7,India,2012,3,1094.34,77.36000000000013,Medium
2012-04-01,Barley (Jau),1289.47,India,2012,4,1171.7,117.76999999999998,High
2012-05-01,Barley (Jau),1224.34,India,2012,5,1289.47,-65.13000000000011,Medium
2012-06-01,Barley (Jau),1115.44,India,2012,6,1224.34,-108.89999999999986,Low
2012-07-01,Barley (Jau),1168.15,India,2012,7,1115.44,52.710000000000036,Medium
2012-08-01,Barley (Jau),1173.46,India,2012,8,1168.15,5.309999999999945,Medium
2012-09-01,Barley (Jau),1105.66,India,2012,9,1173.46,-67.79999999999995,Medium
2012-10-01,Barley (Jau),1110.79,India,2012,10,1105.66,5.129999999999882,Medium
2012-11-01,Barley (Jau),1174.37,India,2012,11,1110.79,63.57999999999993,Medium
2012-12-01,Barley (Jau),1228.6,India,2012,12,1174.37,54.23000000000002,Medium
2013-01-01,Barley (Jau),1240.47,India,2013,1,1228.6,11.870000000000118,Medium
2013-02-01,Barley (Jau),1260.57,India,2013,2,1240.47,20.09999999999991,Medium
2013-03-01,Barley (Jau),1197.75,India,2013,3,1260.57,-62.819999999999936,Medium
2013-04-01,Barley (Jau),1134.86,India,2013,4,1197.75,-62.8900000000001,Medium
2013-05-01,Barley (Jau),1137.95,India,2013,5,1134.86,3.0900000000001455,Medium
2013-06-01,Barley (Jau),1158.79,India,2013,6,1137.95,20.839999999999918,Medium
2013-07-01,Barley (Jau),1161.91,India,2013,7,1158.79,3.1200000000001182,Medium
2013-08-01,Barley (Jau),1138.71,India,2013,8,1161.91,-23.200000000000045,Medium
2013-09-01,Barley (Jau),1148.74,India,2013,9,1138.71,10.029999999999973,Medium
2013-10-01,Barley (Jau),1158.24,India,2013,10,1148.74,9.5,Medium
2013-11-01,Barley (Jau),1213.72,India,2013,11,1158.24,55.48000000000002,Medium
2013-12-01,Barley (Jau),1262.3,India,2013,12,1213.72,48.57999999999993,Medium
2014-01-01,Barley (Jau),1286.89,India,2014,1,1262.3,24.590000000000146,Medium
2014-02-01,Barley (Jau),1316.68,India,2014,2,1286.89,29.789999999999964,Medium
2014-03-01,Barley (Jau),1239.14,India,2014,3,1316.68,-77.53999999999996,Medium
2014-04-01,Barley (Jau),1126.31,India,2014,4,1239.14,-112.83000000000015,Low
2014-05-01,Barley (Jau),1171.44,India,2014,5,1126.31,45.13000000000011,Medium
2014-06-01,Barley (Jau),1177.53,India,2014,6,1171.44,6.089999999999918,Medium
2014-07-01,Barley (Jau),1234.45,India,2014,7,1177.53,56.92000000000007,Medium
2014-08-01,Barley (Jau),1278.49,India,2014,8,1234.45,44.039999999999964,Medium
2014-09-01,Barley (Jau),1316.23,India,2014,9,1278.49,37.74000000000001,Medium
2014-10-01,Barley (Jau),1344.86,India,2014,10,1316.23,28.62999999999988,Medium
2014-11-01,Barley (Jau),1403.59,India,2014,11,1344.86,58.73000000000002,Medium
2014-12-01,Barley (Jau),1449.81,India,2014,12,1403.59,46.22000000000003,Medium
2015-01-01,Barley (Jau),1507.13,India,2015,1,1449.81,57.320000000000164,Medium
2015-02-01,Barley (Jau),1512.07,India,2015,2,1507.13,4.939999999999827,Medium
2015-03-01,Barley (Jau),1294.66,India,2015,3,1512.07,-217.40999999999985,Low
2015-04-01,Barley (Jau),1120.7,India,2015,4,1294.66,-173.96000000000004,Low
2015-05-01,Barley (Jau),1180.31,India,2015,5,1120.7,59.6099999999999,Medium
2015-06-01,Barley (Jau),1182.17,India,2015,6,1180.31,1.8600000000001273,Medium
2015-07-01,Barley (Jau),1181.23,India,2015,7,1182.17,-0.9400000000000546,Medium
2015-08-01,Barley (Jau),1194.62,India,2015,8,1181.23,13.389999999999873,Medium
2015-09-01,Barley (Jau),1228.99,India,2015,9,1194.62,34.37000000000012,Medium
2015-10-01,Barley (Jau),1307.86,India,2015,10,1228.99,78.86999999999989,Medium
2015-11-01,Barley (Jau),1370.08,India,2015,11,1307.86,62.22000000000003,Medium
2015-12-01,Barley (Jau),1413.9,India,2015,12,1370.08,43.820000000000164,Medium
2016-01-01,Barley (Jau),1469.23,India,2016,1,1413.9,55.32999999999993,Medium
2016-02-01,Barley (Jau),1465.16,India,2016,2,1469.23,-4.069999999999936,Medium
2016-03-01,Barley (Jau),1367.35,India,2016,3,1465.16,-97.81000000000017,Medium
2016-04-01,Barley (Jau),1425.96,India,2016,4,1367.35,58.61000000000013,Medium
2016-05-01,Barley (Jau),1493.69,India,2016,5,1425.96,67.73000000000002,Medium
2016-06-01,Barley (Jau),1566.53,India,2016,6,1493.69,72.83999999999992,Medium
2016-07-01,Barley (Jau),1588.96,India,2016,7,1566.53,22.430000000000064,Medium
2016-08-01,Barley (Jau),1634.39,India,2016,8,1588.96,45.430000000000064,Medium
2016-09-01,Barley (Jau),1639.72,India,2016,9,1634.39,5.329999999999927,Medium
2016-10-01,Barley (Jau),1665.75,India,2016,10,1639.72,26.029999999999973,Medium
2016-11-01,Barley (Jau),1770.8,India,2016,11,1665.75,105.04999999999995,High
2016-12-01,Barley (Jau),1819.14,India,2016,12,1770.8,48.340000000000146,Medium
2017-01-01,Barley (Jau),1825.51,India,2017,1,1819.14,6.369999999999891,Medium
2017-02-01,Barley (Jau),1802.67,India,2017,2,1825.51,-22.839999999999918,Medium
2017-03-01,Barley (Jau),1473.98,India,2017,3,1802.67,-328.69000000000005,Low
2017-04-01,Barley (Jau),1439.62,India,2017,4,1473.98,-34.36000000000013,Medium
2017-05-01,Barley (Jau),1424.08,India,2017,5,1439.62,-15.539999999999964,Medium
2017-06-01,Barley (Jau),1406.06,India,2017,6,1424.08,-18.019999999999982,Medium
2017-07-01,Barley (Jau),1409.08,India,2017,7,1406.06,3.019999999999982,Medium
2017-08-01,Barley (Jau),1405.85,India,2017,8,1409.08,-3.230000000000018,Medium
2017-09-01,Barley (Jau),1424.28,India,2017,9,1405.85,18.430000000000064,Medium
2017-10-01,Barley (Jau),1424.81,India,2017,10,1424.28,0.5299999999999727,Medium
2017-11-01,Barley (Jau),1444.27,India,2017,11,1424.81,19.460000000000036,Medium
2017-12-01,Barley (Jau),1468.67,India,2017,12,1444.27,24.40000000000009,Medium
2018-01-01,Barley (Jau),1478.59,India,2018,1,1468.67,9.919999999999845,Medium
2018-02-01,Barley (Jau),1471.74,India,2018,2,1478.59,-6.849999999999909,Medium
2018-03-01,Barley (Jau),1349.71,India,2018,3,1471.74,-122.02999999999997,Low
2018-04-01,Barley (Jau),1323.3,India,2018,4,1349.71,-26.410000000000082,Medium
2018-05-01,Barley (Jau),1358.25,India,2018,5,1323.3,34.950000000000045,Medium
2018-06-01,Barley (Jau),1397.49,India,2018,6,1358.25,39.24000000000001,Medium
2018-07-01,Barley (Jau),1460.95,India,2018,7,1397.49,63.460000000000036,Medium
2018-08-01,Barley (Jau),1510.52,India,2018,8,1460.95,49.569999999999936,Medium
2018-09-01,Barley (Jau),1548.39,India,2018,9,1510.52,37.87000000000012,Medium
2018-10-01,Barley (Jau),1578.14,India,2018,10,1548.39,29.75,Medium
2018-11-01,Barley (Jau),1641.34,India,2018,11,1578.14,63.19999999999982,Medium
2018-12-01,Barley (Jau),1680.5,India,2018,12,1641.34,39.16000000000008,Medium
2019-01-01,Barley (Jau),1709.03,India,2019,1,1680.5,28.529999999999973,Medium
2019-02-01,Barley (Jau),1761.29,India,2019,2,1709.03,52.25999999999999,Medium
2019-03-01,Barley (Jau),1665.38,India,2019,3,1761.29,-95.90999999999985,Medium
2019-04-01,Barley (Jau),1610.16,India,2019,4,1665.38,-55.22000000000003,Medium
2019-05-01,Barley (Jau),1688.93,India,2019,5,1610.16,78.76999999999998,Medium
2019-06-01,Barley (Jau),1698.13,India,2019,6,1688.93,9.200000000000045,Medium
2019-07-01,Barley (Jau),1729.98,India,2019,7,1698.13,31.84999999999991,Medium
2019-08-01,Barley (Jau),1753.66,India,2019,8,1729.98,23.680000000000064,Medium
2019-09-01,Barley (Jau),1767.42,India,2019,9,1753.66,13.759999999999991,Medium
2019-10-01,Barley (Jau),1802.11,India,2019,10,1767.42,34.68999999999983,Medium
2019-11-01,Barley (Jau),1844.29,India,2019,11,1802.11,42.180000000000064,Medium
2019-12-01,Barley (Jau),1866.44,India,2019,12,1844.29,22.15000000000009,Medium
2020-01-01,Barley (Jau),1923.22,India,2020,1,1866.44,56.77999999999997,Medium
2020-02-01,Barley (Jau),1926.83,India,2020,2,1923.22,3.6099999999999,Medium
2020-03-01,Barley (Jau),1782.19,India,2020,3,1926.83,-144.63999999999987,Low
2020-04-01,Barley (Jau),1653.78,India,2020,4,1782.19,-128.41000000000008,Low
2020-05-01,Barley (Jau),1602.28,India,2020,5,1653.78,-51.5,Medium
2020-06-01,Barley (Jau),1513.76,India,2020,6,1602.28,-88.51999999999998,Medium
2020-07-01,Barley (Jau),1461.0,India,2020,7,1513.76,-52.75999999999999,Medium
2020-08-01,Barley (Jau),1472.63,India,2020,8,1461.0,11.63000000000011,Medium
2020-09-01,Barley (Jau),1421.59,India,2020,9,1472.63,-51.04000000000019,Medium
2020-10-01,Barley (Jau),1429.61,India,2020,10,1421.59,8.019999999999982,Medium
2020-11-01,Barley (Jau),1462.5,India,2020,11,1429.61,32.8900000000001,Medium
2020-12-01,Barley (Jau),1454.48,India,2020,12,1462.5,-8.019999999999982,Medium
2021-01-01,Barley (Jau),1492.23,India,2021,1,1454.48,37.75,Medium
2021-02-01,Barley (Jau),1485.41,India,2021,2,1492.23,-6.819999999999936,Medium
2021-03-01,Barley (Jau),1458.27,India,2021,3,1485.41,-27.1400000000001,Medium
2021-04-01,Barley (Jau),1579.56,India,2021,4,1458.27,121.28999999999996,High
2021-05-01,Barley (Jau),1643.59,India,2021,5,1579.56,64.02999999999997,Medium
2021-06-01,Barley (Jau),1658.71,India,2021,6,1643.59,15.120000000000118,Medium
2021-07-01,Barley (Jau),1684.87,India,2021,7,1658.71,26.159999999999854,Medium
2021-08-01,Barley (Jau),1778.64,India,2021,8,1684.87,93.77000000000021,Medium
2021-09-01,Barley (Jau),1853.16,India,2021,9,1778.64,74.51999999999998,Medium
2021-10-01,Barley (Jau),1910.08,India,2021,10,1853.16,56.919999999999845,Medium
2021-11-01,Barley (Jau),1960.67,India,2021,11,1910.08,50.590000000000146,Medium
2021-12-01,Barley (Jau),2017.43,India,2021,12,1960.67,56.75999999999999,Medium
2022-01-01,Barley (Jau),2047.19,India,2022,1,2017.43,29.75999999999999,Medium
2022-02-01,Barley (Jau),2119.46,India,2022,2,2047.19,72.26999999999998,Medium
2022-03-01,Barley (Jau),2222.19,India,2022,3,2119.46,102.73000000000002,High
2022-04-01,Barley (Jau),2528.47,India,2022,4,2222.19,306.27999999999975,High
2022-05-01,Barley (Jau),2521.97,India,2022,5,2528.47,-6.5,Medium
2022-06-01,Barley (Jau),2501.17,India,2022,6,2521.97,-20.799999999999727,Medium
2022-07-01,Barley (Jau),2538.16,India,2022,7,2501.17,36.98999999999978,Medium
2022-08-01,Barley (Jau),2563.39,India,2022,8,2538.16,25.230000000000018,Medium
2022-09-01,Barley (Jau),2565.05,India,2022,9,2563.39,1.6600000000003092,Medium
2022-10-01,Barley (Jau),2574.5,India,2022,10,2565.05,9.449999999999818,Medium
2022-11-01,Barley (Jau),2653.38,India,2022,11,2574.5,78.88000000000011,Medium
2022-12-01,Barley (Jau),2708.6,India,2022,12,2653.38,55.2199999999998,Medium
2023-01-01,Barley (Jau),2750.57,India,2023,1,2708.6,41.970000000000255,Medium
2023-02-01,Barley (Jau),2697.17,India,2023,2,2750.57,-53.40000000000009,Medium
2023-03-01,Barley (Jau),2255.87,India,2023,3,2697.17,-441.3000000000002,Low
2023-04-01,Barley (Jau),1985.44,India,2023,4,2255.87,-270.42999999999984,Low
2023-05-01,Barley (Jau),1905.76,India,2023,5,1985.44,-79.68000000000006,Medium
2023-06-01,Barley (Jau),1835.18,India,2023,6,1905.76,-70.57999999999993,Medium
2023-07-01,Barley (Jau),1833.16,India,2023,7,1835.18,-2.019999999999982,Medium
2023-08-01,Barley (Jau),1863.65,India,2023,8,1833.16,30.49000000000001,Medium
2023-09-01,Barley (Jau),1903.34,India,2023,9,1863.65,39.68999999999983,Medium
2023-10-01,Barley (Jau),1910.21,India,2023,10,1903.34,6.870000000000118,Medium
2023-11-01,Barley (Jau),1950.97,India,2023,11,1910.21,40.75999999999999,Medium
2023-12-01,Barley (Jau),1995.96,India,2023,12,1950.97,44.99000000000001,Medium
2024-01-01,Barley (Jau),2071.57,India,2024,1,1995.96,75.61000000000013,Medium
2024-02-01,Barley (Jau),2062.7,India,2024,2,2071.57,-8.870000000000346,Medium
2024-03-01,Barley (Jau),1977.23,India,2024,3,2062.7,-85.4699999999998,Medium
2024-04-01,Barley (Jau),1897.38,India,2024,4,1977.23,-79.84999999999991,Medium
2024-05-01,Barley (Jau),2000.6,India,2024,5,1897.38,103.2199999999998,High
2024-06-01,Barley (Jau),2091.39,India,2024,6,2000.6,90.78999999999996,Medium
2024-07-01,Barley (Jau),2135.04,India,2024,7,2091.39,43.65000000000009,Medium
2024-08-01,Barley (Jau),2185.23,India,2024,8,2135.04,50.190000000000055,Medium
2024-09-01,Barley (Jau),2244.36,India,2024,9,2185.23,59.13000000000011,Medium
2024-10-01,Barley (Jau),2312.08,India,2024,10,2244.36,67.7199999999998,Medium
2024-11-01,Barley (Jau),2355.45,India,2024,11,2312.08,43.36999999999989,Medium
2024-12-01,Barley (Jau),2385.66,India,2024,12,2355.45,30.210000000000036,Medium
2025-01-01,Barley (Jau),2439.23,India,2025,1,2385.66,53.570000000000164,Medium
2025-02-01,Barley (Jau),2454.5,India,2025,2,2439.23,15.269999999999982,Medium
2025-03-01,Barley (Jau),2383.57,India,2025,3,2454.5,-70.92999999999984,Medium
2010-02-01,Coconut,15745.7,India,2010,2,3169.0,12576.7,High
2010-03-01,Coconut,2988.44,India,2010,3,15745.7,-12757.26,Low
2010-04-01,Coconut,3126.97,India,2010,4,2988.44,138.52999999999975,High
2010-05-01,Coconut,3093.35,India,2010,5,3126.97,-33.61999999999989,Medium
2010-06-01,Coconut,3073.12,India,2010,6,3093.35,-20.230000000000018,Medium
2010-07-01,Coconut,2995.53,India,2010,7,3073.12,-77.58999999999969,Medium
2010-08-01,Coconut,3059.2,India,2010,8,2995.53,63.66999999999962,Medium
2010-09-01,Coconut,3117.85,India,2010,9,3059.2,58.65000000000009,Medium
2010-10-01,Coconut,3460.12,India,2010,10,3117.85,342.27,High
2010-11-01,Coconut,3347.17,India,2010,11,3460.12,-112.94999999999982,Low
2010-12-01,Coconut,3996.24,India,2010,12,3347.17,649.0699999999997,High
2011-01-01,Coconut,3668.53,India,2011,1,3996.24,-327.7099999999996,Low
2011-02-01,Coconut,4110.97,India,2011,2,3668.53,442.44000000000005,High
2011-03-01,Coconut,3803.09,India,2011,3,4110.97,-307.8800000000001,Low
2011-04-01,Coconut,4430.82,India,2011,4,3803.09,627.7299999999996,High
2011-05-01,Coconut,4458.83,India,2011,5,4430.82,28.01000000000022,Medium
2011-06-01,Coconut,4517.1,India,2011,6,4458.83,58.27000000000044,Medium
2011-07-01,Coconut,4308.42,India,2011,7,4517.1,-208.6800000000003,Low
2011-08-01,Coconut,4468.11,India,2011,8,4308.42,159.6899999999996,High
2011-09-01,Coconut,4257.95,India,2011,9,4468.11,-210.15999999999985,Low
2011-10-01,Coconut,4197.4,India,2011,10,4257.95,-60.55000000000018,Medium
2011-11-01,Coconut,4928.63,India,2011,11,4197.4,731.2300000000005,High
2011-12-01,Coconut,3895.12,India,2011,12,4928.63,-1033.5100000000002,Low
2012-01-01,Coconut,3766.28,India,2012,1,3895.12,-128.8399999999997,Low
2012-02-01,Coconut,3489.51,India,2012,2,3766.28,-276.77,Low
2012-03-01,Coconut,3433.51,India,2012,3,3489.51,-56.0,Medium
2012-04-01,Coconut,3566.62,India,2012,4,3433.51,133.10999999999967,High
2012-05-01,Coconut,3116.03,India,2012,5,3566.62,-450.5899999999997,Low
2012-06-01,Coconut,3138.32,India,2012,6,3116.03,22.289999999999964,Medium
2012-07-01,Coconut,3243.04,India,2012,7,3138.32,104.7199999999998,High
2012-08-01,Coconut,3356.72,India,2012,8,3243.04,113.67999999999984,High
2012-09-01,Coconut,3163.97,India,2012,9,3356.72,-192.75,Low
2012-10-01,Coconut,3104.97,India,2012,10,3163.97,-59.0,Medium
2012-11-01,Coconut,3159.51,India,2012,11,3104.97,54.54000000000042,Medium
2012-12-01,Coconut,3174.07,India,2012,12,3159.51,14.559999999999945,Medium
2013-01-01,Coconut,3394.23,India,2013,1,3174.07,220.15999999999985,High
2013-02-01,Coconut,3382.42,India,2013,2,3394.23,-11.809999999999945,Medium
2013-03-01,Coconut,3576.47,India,2013,3,3382.42,194.04999999999973,High
2013-04-01,Coconut,3563.39,India,2013,4,3576.47,-13.079999999999927,Medium
2013-05-01,Coconut,3446.46,India,2013,5,3563.39,-116.92999999999984,Low
2013-06-01,Coconut,3618.64,India,2013,6,3446.46,172.17999999999984,High
2013-07-01,Coconut,3616.8,India,2013,7,3618.64,-1.8399999999996908,Medium
2013-08-01,Coconut,3016.44,India,2013,8,3616.8,-600.3600000000001,Low
2013-09-01,Coconut,3306.08,India,2013,9,3016.44,289.6399999999999,High
2013-10-01,Coconut,3453.66,India,2013,10,3306.08,147.57999999999993,High
2013-11-01,Coconut,3763.62,India,2013,11,3453.66,309.96000000000004,High
2013-12-01,Coconut,3804.4,India,2013,12,3763.62,40.7800000000002,Medium
2014-01-01,Coconut,4457.62,India,2014,1,3804.4,653.2199999999998,High
2014-02-01,Coconut,4601.89,India,2014,2,4457.62,144.27000000000044,High
2014-03-01,Coconut,4882.23,India,2014,3,4601.89,280.33999999999924,High
2014-04-01,Coconut,4497.24,India,2014,4,4882.23,-384.9899999999998,Low
2014-05-01,Coconut,4868.71,India,2014,5,4497.24,371.47000000000025,High
2014-06-01,Coconut,5018.88,India,2014,6,4868.71,150.17000000000007,High
2014-07-01,Coconut,5203.94,India,2014,7,5018.88,185.0599999999995,High
2014-08-01,Coconut,11678.59,India,2014,8,5203.94,6474.650000000001,High
2014-09-01,Coconut,18212.24,India,2014,9,11678.59,6533.6500000000015,High
2014-10-01,Coconut,18148.58,India,2014,10,18212.24,-63.659999999999854,Medium
2014-11-01,Coconut,24425.85,India,2014,11,18148.58,6277.269999999997,High
2014-12-01,Coconut,15242.78,India,2014,12,24425.85,-9183.069999999998,Low
2015-01-01,Coconut,6806.16,India,2015,1,15242.78,-8436.62,Low
2015-02-01,Coconut,5484.35,India,2015,2,6806.16,-1321.8099999999995,Low
2015-03-01,Coconut,5572.48,India,2015,3,5484.35,88.1299999999992,Medium
2015-04-01,Coconut,5612.26,India,2015,4,5572.48,39.780000000000655,Medium
2015-05-01,Coconut,5401.64,India,2015,5,5612.26,-210.6199999999999,Low
2015-06-01,Coconut,5176.22,India,2015,6,5401.64,-225.42000000000007,Low
2015-07-01,Coconut,5042.63,India,2015,7,5176.22,-133.59000000000015,Low
2015-08-01,Coconut,5409.96,India,2015,8,5042.63,367.3299999999999,High
2015-09-01,Coconut,8316.5,India,2015,9,5409.96,2906.54,High
2015-10-01,Coconut,9478.62,India,2015,10,8316.5,1162.1200000000008,High
2015-11-01,Coconut,13509.03,India,2015,11,9478.62,4030.41,High
2015-12-01,Coconut,7389.26,India,2015,12,13509.03,-6119.77,Low
2016-01-01,Coconut,5501.63,India,2016,1,7389.26,-1887.63,Low
2016-02-01,Coconut,4010.99,India,2016,2,5501.63,-1490.6400000000003,Low
2016-03-01,Coconut,4119.43,India,2016,3,4010.99,108.44000000000051,High
2016-04-01,Coconut,11637.19,India,2016,4,4119.43,7517.76,High
2016-05-01,Coconut,3811.79,India,2016,5,11637.19,-7825.400000000001,Low
2016-06-01,Coconut,3684.68,India,2016,6,3811.79,-127.11000000000013,Low
2016-07-01,Coconut,3502.41,India,2016,7,3684.68,-182.26999999999998,Low
2016-08-01,Coconut,3663.18,India,2016,8,3502.41,160.76999999999998,High
2016-09-01,Coconut,5285.95,India,2016,9,3663.18,1622.77,High
2016-10-01,Coconut,5535.57,India,2016,10,5285.95,249.6199999999999,High
2016-11-01,Coconut,7180.92,India,2016,11,5535.57,1645.3500000000004,High
2016-12-01,Coconut,3948.84,India,2016,12,7180.92,-3232.08,Low
2017-01-01,Coconut,7898.11,India,2017,1,3948.84,3949.2699999999995,High
2017-02-01,Coconut,4517.4,India,2017,2,7898.11,-3380.71,Low
2017-03-01,Coconut,4677.61,India,2017,3,4517.4,160.21000000000004,High
2017-04-01,Coconut,12571.22,India,2017,4,4677.61,7893.61,High
2017-05-01,Coconut,5921.77,India,2017,5,12571.22,-6649.449999999999,Low
2017-06-01,Coconut,5745.26,India,2017,6,5921.77,-176.51000000000022,Low
2017-07-01,Coconut,5114.42,India,2017,7,5745.26,-630.8400000000001,Low
2017-08-01,Coconut,5477.33,India,2017,8,5114.42,362.90999999999985,High
2017-09-01,Coconut,5816.11,India,2017,9,5477.33,338.77999999999975,High
2017-10-01,Coconut,6393.45,India,2017,10,5816.11,577.3400000000001,High
2017-11-01,Coconut,6759.09,India,2017,11,6393.45,365.6400000000003,High
2017-12-01,Coconut,7093.23,India,2017,12,6759.09,334.1399999999994,High
2018-01-01,Coconut,7092.66,India,2018,1,7093.23,-0.569999999999709,Medium
2018-02-01,Coconut,7039.8,India,2018,2,7092.66,-52.85999999999967,Medium
2018-03-01,Coconut,6841.18,India,2018,3,7039.8,-198.6199999999999,Low
2018-04-01,Coconut,5977.36,India,2018,4,6841.18,-863.8200000000006,Low
2018-05-01,Coconut,6417.7,India,2018,5,5977.36,440.34000000000015,High
2018-06-01,Coconut,6338.58,India,2018,6,6417.7,-79.11999999999989,Medium
2018-07-01,Coconut,6849.31,India,2018,7,6338.58,510.7300000000005,High
2018-08-01,Coconut,7209.99,India,2018,8,6849.31,360.6799999999994,High
2018-09-01,Coconut,8322.44,India,2018,9,7209.99,1112.4500000000007,High
2018-10-01,Coconut,18875.76,India,2018,10,8322.44,10553.319999999998,High
2018-11-01,Coconut,16225.37,India,2018,11,18875.76,-2650.3899999999976,Low
2018-12-01,Coconut,13111.4,India,2018,12,16225.37,-3113.970000000001,Low
2019-01-01,Coconut,21332.59,India,2019,1,13111.4,8221.19,High
2019-02-01,Coconut,6013.25,India,2019,2,21332.59,-15319.34,Low
2019-03-01,Coconut,6547.63,India,2019,3,6013.25,534.3800000000001,High
2019-04-01,Coconut,5495.55,India,2019,4,6547.63,-1052.08,Low
2019-05-01,Coconut,7702.92,India,2019,5,5495.55,2207.37,High
2019-06-01,Coconut,11827.9,India,2019,6,7702.92,4124.98,High
2019-07-01,Coconut,17624.68,India,2019,7,11827.9,5796.780000000001,High
2019-08-01,Coconut,33441.89,India,2019,8,17624.68,15817.21,High
2019-09-01,Coconut,28183.26,India,2019,9,33441.89,-5258.630000000001,Low
2019-10-01,Coconut,43351.91,India,2019,10,28183.26,15168.650000000005,High
2019-11-01,Coconut,39811.7,India,2019,11,43351.91,-3540.2100000000064,Low
2019-12-01,Coconut,33771.93,India,2019,12,39811.7,-6039.769999999997,Low
2020-01-01,Coconut,45412.6,India,2020,1,33771.93,11640.669999999998,High
2020-02-01,Coconut,34985.93,India,2020,2,45412.6,-10426.669999999998,Low
2020-03-01,Coconut,11465.45,India,2020,3,34985.93,-23520.48,Low
2020-04-01,Coconut,5815.55,India,2020,4,11465.45,-5649.900000000001,Low
2020-05-01,Coconut,33368.33,India,2020,5,5815.55,27552.780000000002,High
2020-06-01,Coconut,15044.19,India,2020,6,33368.33,-18324.14,Low
2020-07-01,Coconut,17097.98,India,2020,7,15044.19,2053.789999999999,High
2020-08-01,Coconut,5056.17,India,2020,8,17097.98,-12041.81,Low
2020-09-01,Coconut,5288.55,India,2020,9,5056.17,232.3800000000001,High
2020-10-01,Coconut,5743.68,India,2020,10,5288.55,455.1300000000001,High
2020-11-01,Coconut,5693.09,India,2020,11,5743.68,-50.590000000000146,Medium
2020-12-01,Coconut,6316.08,India,2020,12,5693.09,622.9899999999998,High
2021-01-01,Coconut,6194.39,India,2021,1,6316.08,-121.6899999999996,Low
2021-02-01,Coconut,5272.95,India,2021,2,6194.39,-921.4400000000005,Low
2021-03-01,Coconut,5396.21,India,2021,3,5272.95,123.26000000000022,High
2021-04-01,Coconut,4935.18,India,2021,4,5396.21,-461.02999999999975,Low
2021-05-01,Coconut,3887.36,India,2021,5,4935.18,-1047.8200000000002,Low
2021-06-01,Coconut,4019.63,India,2021,6,3887.36,132.26999999999998,High
2021-07-01,Coconut,4548.28,India,2021,7,4019.63,528.6499999999996,High
2021-08-01,Coconut,4908.15,India,2021,8,4548.28,359.8699999999999,High
2021-09-01,Coconut,4614.2,India,2021,9,4908.15,-293.9499999999998,Low
2021-10-01,Coconut,4419.24,India,2021,10,4614.2,-194.96000000000004,Low
2021-11-01,Coconut,4472.18,India,2021,11,4419.24,52.94000000000051,Medium
2021-12-01,Coconut,4811.19,India,2021,12,4472.18,339.0099999999993,High
2022-01-01,Coconut,4312.17,India,2022,1,4811.19,-499.0199999999995,Low
2022-02-01,Coconut,4105.41,India,2022,2,4312.17,-206.76000000000022,Low
2022-03-01,Coconut,4211.98,India,2022,3,4105.41,106.56999999999971,High
2022-04-01,Coconut,4329.54,India,2022,4,4211.98,117.5600000000004,High
2022-05-01,Coconut,4145.36,India,2022,5,4329.54,-184.1800000000003,Low
2022-06-01,Coconut,4223.29,India,2022,6,4145.36,77.93000000000029,Medium
